Pix_x	Pix_y	GLat(deg)	GLong(deg)	T(K)
43	42	0.33137	105.51864	14.39
44	42	0.33137	105.51586	14.50
45	42	0.33137	105.51308	14.60
46	42	0.33137	105.51030	14.78
47	42	0.33137	105.50753	14.93
48	42	0.33137	105.50475	14.94
49	42	0.33137	105.50197	14.90
0	43	0.33415	105.63808	22.04
1	43	0.33415	105.63531	23.40
2	43	0.33415	105.63253	26.21
3	43	0.33415	105.62975	28.79
4	43	0.33415	105.62697	26.35
5	43	0.33415	105.62419	22.86
6	43	0.33415	105.62142	21.36
7	43	0.33415	105.61864	20.41
8	43	0.33415	105.61586	19.67
9	43	0.33415	105.61308	19.19
10	43	0.33415	105.61031	18.43
11	43	0.33415	105.60753	17.84
12	43	0.33415	105.60475	17.58
13	43	0.33415	105.60197	17.29
14	43	0.33415	105.59919	17.16
15	43	0.33415	105.59642	16.98
16	43	0.33415	105.59364	16.66
17	43	0.33415	105.59086	16.42
18	43	0.33415	105.58808	16.24
19	43	0.33415	105.58530	16.04
20	43	0.33415	105.58253	15.89
21	43	0.33415	105.57975	15.79
22	43	0.33415	105.57697	15.68
23	43	0.33415	105.57419	15.71
24	43	0.33415	105.57142	15.71
25	43	0.33415	105.56864	15.71
26	43	0.33415	105.56586	15.57
27	43	0.33415	105.56308	15.57
28	43	0.33415	105.56030	15.48
29	43	0.33415	105.55753	15.56
30	43	0.33415	105.55475	15.58
31	43	0.33415	105.55197	15.42
32	43	0.33415	105.54919	15.24
33	43	0.33415	105.54642	15.15
34	43	0.33415	105.54364	15.11
35	43	0.33415	105.54086	14.96
36	43	0.33415	105.53808	14.83
37	43	0.33415	105.53530	14.53
38	43	0.33415	105.53253	14.33
39	43	0.33415	105.52975	14.23
40	43	0.33415	105.52697	14.19
41	43	0.33415	105.52419	14.20
42	43	0.33415	105.52141	14.33
43	43	0.33415	105.51864	14.44
44	43	0.33415	105.51586	14.52
45	43	0.33415	105.51308	14.65
46	43	0.33415	105.51030	14.80
47	43	0.33415	105.50753	14.88
48	43	0.33415	105.50475	14.94
49	43	0.33415	105.50197	15.01
0	44	0.33693	105.63808	22.70
1	44	0.33693	105.63531	24.97
2	44	0.33693	105.63253	28.35
3	44	0.33693	105.62975	30.68
4	44	0.33693	105.62697	27.52
5	44	0.33693	105.62419	23.72
6	44	0.33693	105.62142	21.76
7	44	0.33693	105.61864	20.75
8	44	0.33693	105.61586	20.03
9	44	0.33693	105.61308	19.26
10	44	0.33693	105.61031	18.36
11	44	0.33693	105.60753	17.69
12	44	0.33693	105.60475	17.30
13	44	0.33693	105.60197	16.97
14	44	0.33693	105.59919	16.76
15	44	0.33693	105.59642	16.65
16	44	0.33693	105.59364	16.50
17	44	0.33693	105.59086	16.37
18	44	0.33693	105.58808	16.23
19	44	0.33693	105.58530	16.05
20	44	0.33693	105.58253	15.87
21	44	0.33693	105.57975	15.73
22	44	0.33693	105.57697	15.61
23	44	0.33693	105.57419	15.59
24	44	0.33693	105.57142	15.66
25	44	0.33693	105.56864	15.82
26	44	0.33693	105.56586	15.62
27	44	0.33693	105.56308	15.58
28	44	0.33693	105.56030	15.48
29	44	0.33693	105.55753	15.47
30	44	0.33693	105.55475	15.49
31	44	0.33693	105.55197	15.41
32	44	0.33693	105.54919	15.31
33	44	0.33693	105.54642	15.20
34	44	0.33693	105.54364	15.17
35	44	0.33693	105.54086	15.08
36	44	0.33693	105.53808	14.90
37	44	0.33693	105.53530	14.66
38	44	0.33693	105.53253	14.45
39	44	0.33693	105.52975	14.27
40	44	0.33693	105.52697	14.23
41	44	0.33693	105.52419	14.22
42	44	0.33693	105.52141	14.32
43	44	0.33693	105.51864	14.42
44	44	0.33693	105.51586	14.50
45	44	0.33693	105.51308	14.63
46	44	0.33693	105.51030	14.78
47	44	0.33693	105.50753	14.84
48	44	0.33693	105.50475	14.97
49	44	0.33693	105.50197	15.03
0	45	0.33971	105.63808	23.59
1	45	0.33971	105.63531	26.44
2	45	0.33971	105.63253	29.44
3	45	0.33971	105.62975	28.22
4	45	0.33971	105.62697	25.22
5	45	0.33971	105.62419	23.44
6	45	0.33971	105.62142	22.07
7	45	0.33971	105.61864	21.04
8	45	0.33971	105.61586	20.32
9	45	0.33971	105.61308	19.25
10	45	0.33971	105.61031	18.26
11	45	0.33971	105.60753	17.61
12	45	0.33971	105.60475	17.09
13	45	0.33971	105.60197	16.73
14	45	0.33971	105.59919	16.51
15	45	0.33971	105.59642	16.35
16	45	0.33971	105.59364	16.25
17	45	0.33971	105.59086	16.21
18	45	0.33971	105.58808	16.16
19	45	0.33971	105.58530	16.05
20	45	0.33971	105.58253	15.98
21	45	0.33971	105.57975	15.84
22	45	0.33971	105.57697	15.71
23	45	0.33971	105.57419	15.59
24	45	0.33971	105.57142	15.53
25	45	0.33971	105.56864	15.78
26	45	0.33971	105.56586	15.84
27	45	0.33971	105.56308	15.69
28	45	0.33971	105.56030	15.51
29	45	0.33971	105.55753	15.55
30	45	0.33971	105.55475	15.45
31	45	0.33971	105.55197	15.39
32	45	0.33971	105.54919	15.36
33	45	0.33971	105.54642	15.23
34	45	0.33971	105.54364	15.14
35	45	0.33971	105.54086	15.00
36	45	0.33971	105.53808	14.76
37	45	0.33971	105.53530	14.66
38	45	0.33971	105.53253	14.56
39	45	0.33971	105.52975	14.41
40	45	0.33971	105.52697	14.37
41	45	0.33971	105.52419	14.33
42	45	0.33971	105.52141	14.38
43	45	0.33971	105.51864	14.47
44	45	0.33971	105.51586	14.52
45	45	0.33971	105.51308	14.58
46	45	0.33971	105.51030	14.71
47	45	0.33971	105.50753	14.76
48	45	0.33971	105.50475	14.86
49	45	0.33971	105.50197	14.95
0	46	0.34248	105.63808	23.15
1	46	0.34248	105.63531	25.43
2	46	0.34248	105.63253	27.83
3	46	0.34248	105.62975	27.08
4	46	0.34248	105.62697	24.16
5	46	0.34248	105.62419	22.52
6	46	0.34248	105.62142	22.17
7	46	0.34248	105.61864	21.49
8	46	0.34248	105.61586	20.49
9	46	0.34248	105.61308	19.20
10	46	0.34248	105.61031	18.25
11	46	0.34248	105.60753	17.68
12	46	0.34248	105.60475	17.05
13	46	0.34248	105.60197	16.61
14	46	0.34248	105.59919	16.39
15	46	0.34248	105.59642	16.25
16	46	0.34248	105.59364	16.14
17	46	0.34248	105.59086	16.08
18	46	0.34248	105.58808	16.05
19	46	0.34248	105.58530	15.95
20	46	0.34248	105.58253	15.87
21	46	0.34248	105.57975	15.82
22	46	0.34248	105.57697	15.73
23	46	0.34248	105.57419	15.64
24	46	0.34248	105.57142	15.57
25	46	0.34248	105.56864	15.59
26	46	0.34248	105.56586	15.73
27	46	0.34248	105.56308	15.65
28	46	0.34248	105.56030	15.44
29	46	0.34248	105.55753	15.50
30	46	0.34248	105.55475	15.39
31	46	0.34248	105.55197	15.40
32	46	0.34248	105.54919	15.35
33	46	0.34248	105.54642	15.21
34	46	0.34248	105.54364	15.09
35	46	0.34248	105.54086	14.94
36	46	0.34248	105.53808	14.73
37	46	0.34248	105.53530	14.66
38	46	0.34248	105.53253	14.63
39	46	0.34248	105.52975	14.52
40	46	0.34248	105.52697	14.48
41	46	0.34248	105.52419	14.47
42	46	0.34248	105.52141	14.44
43	46	0.34248	105.51864	14.45
44	46	0.34248	105.51586	14.51
45	46	0.34248	105.51308	14.56
46	46	0.34248	105.51030	14.68
47	46	0.34248	105.50753	14.75
48	46	0.34248	105.50475	14.83
49	46	0.34248	105.50197	14.94
